id;question_id;question;a;b;c;d;correct;image;image_fallback;category_id
;898;898. Kompresja bezstratna pliku graficznego gwarantuje;lepszą jakość;mniejszą liczbę warstw;rozmiar większy niż grafika oryginalna;pierwotną jakość grafiki;D;;;206
;899;899. Wskaż poprawny składniowo warunek zapisany w języku PHP i sprawdzający brak połączenia z bazą MySQL;if {mysql_connect_errno()}{};if {mysqli_connect_error()}{};if (mysqli_connect_errno()){};if (mysql_connect_error())();C;;;204
;900;900. Tabele Osoby i Zainteresowania są połączone relacją jeden do wielu. Które zapytanie SQL należy zapisać, aby korzystając z tej relacji, prawidłowo wyświetlić imiona oraz odpowiadające im hobby?;"SELECT imie, hobby FROM Osoby.Zainteresowania_id = Zainteresowania.id FROM Osoby, Zainteresowania;";"SELECT imie, hobby FROM Osoby, Zainteresowania;";"SELECT imie, hobby FROM Osoby JOIN Zainteresowania ON Osoby.Zainteresowania_id = Zainteresowania.id;";"SELECT imie, hobby FROM Osoby, Zainteresowania WHERE Osoby.id = Zainteresowania.id;";C;images/900.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/900.jpg;202
;901;901. W języku HTML, aby wstawić na stronę obraz zapisany w formacie JPG, należy zastosować znacznik;<src>;<img>;<jpg>;<table>;B;;;201
;902;902. Za pomocą, którego znacznika można wstawić listę numerowaną (uporządkowaną) w dokumencie HTML?;<li>;<ul>;<ol>;<dl>;C;;;201
;903;"903. W języku CSS zapis selektora p > i { color: red; } oznacza, że kolorem czerwonym zostanie sformatowany";jedynie ten tekst w znaczniku <i>, który jest umieszczony bezpośrednio wewnątrz znacznika <p>;jedynie ten tekst znacznika <p>, do którego jest przypisana klasa o nazwie i;każdy tekst w znaczniku <p> lub każdy tekst w znaczniku <i>;każdy tekst w znaczniku <p> za wyjątkiem tych w znaczniku <i>;A;;;202
;904;904. Język PHP posiada obsługę;sesji i ciastek;zdarzeń myszy;zdarzeń klawiatury;obiektów przeglądarki;A;;;204
;905;905. Tworząc tabelę w języku SQL zdefiniowano pole, którego wartości nie mogą się powtarzać. Do jego definicji należy zastosować atrybut;IDENTITY;UNIQUE;DEFAULT;NOT NULL;B;;;201
;906;906. Aby wskazać błędy składniowe w kodzie HTML, należy zastosować;kompilator;debugger;interpreter;walidator;D;;;201
;907;907. Projektując stronę internetową, umieszczono kod definiujący jej styl. Jaką szerokość pozostawiono na treść strony?;600 px;640 px;560 px;2 px;C;images/907.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/907.jpg;207
;908;908. Instrukcją pętli, która jest przeznaczona do wykonania określonej liczby operacji na pewnym obiekcie lub zmiennej niebędącej tablicą, jest;foreach;if;switch;for;D;;;207
;909;909. Przedstawiona funkcja, zapisana językiem JavaScript, ma za zadanie;umożliwić przejście do wskazanej lokalizacji hosta;"wyświetlić w elemencie o id = ""info"" adres hosta wskazany pierwszym odnośnikiem";wyświetlić na przycisku lokalizację hosta, a po jego wciśnięciu umożliwić przejście do wskazanej lokalizacji;"wyświetlić w elemencie o id = ""info"" nazwę hosta, z którego pochodzi wyświetlona strona";D;images/909.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/909.jpg;203
;910;910. Która cecha grafiki wektorowej jest prawdziwa?;Raz utworzoną nie można edytować;Grafika wektorowa jest niezależna od rozdzielczości;Grafika wektorowa jest nieskalowalna;Nie można przetworzyć ją na grafikę rastrową;B;;;207
;911;911. W języku PHP operatorem reszty z dzielenia jest:;&;@;%;#;C;;;204
;912;912. W formularzu HTML zastosowano znacznik <input>. Wyświetlone pole będzie służyło do wprowadzania maksymalnie;20 znaków, które są widoczne podczas wprowadzania;20 znaków, które nie są widoczne w polu tekstowym;30 znaków, które nie są widoczne w polu tekstowym;30 znaków, które są widoczne podczas wprowadzania;B;images/912.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/912.jpg;201
;913;913. Wśród czterech podstawowych kolorów modelu barw CMYK jest;brązowy;pomarańczowy;zielony;czarny;D;;;202
;914;914. Które z poleceń nadaje najniższy poziom uprawnień użytkownikowi uczen pod względem modyfikacji danych i struktury tabel?;"GRANT ALTER, SELECT ON szkola.przedmioty TO uczen;";"GRANT SELECT ON szkola.przedmioty TO uczen;";"GRANT INSERT, DROP ON szkola.przedmioty TO uczen;";"GRANT DROP ON szkola.przedmioty TO uczen;";B;;;207
;915;915. W języku PHP, aby połączyć się z bazą danych MySQL przy pomocy biblioteki mysqli, stosując zamieszczony zapis, w miejscu litery 'c' należy zapisać;nazwę bazy danych;nazwę użytkownika;lokalizację serwera bazy danych;hasło użytkownika;B;images/915.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/915.jpg;204
;916;916. Aby w JavaScript wykonać wymienione kroki, należy w znaczniku <script> umieścić kod;"A = prompt(""Podaj kwalifikację: ""); document.write(""Kwalifikacja: "".A);";"A << prompt(""Podaj kwalifikację: ""); document.write(""Kwalifikacja: "" + A);";"A = prompt(""Podaj kwalifikację: ""); document.write(""Kwalifikacja: "" + A);";"A = alert(""Podaj kwalifikację: ""); document.write(""Kwalifikacja: "" + A);";C;images/916.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/916.jpg;201
;917;917. Funkcja agregująca AVG użyta w zapytaniu ma za zadanie;zsumować koszt wszystkich usług;obliczyć średnią arytmetyczną cen wszystkich usług;wskazać najwyższą cenę za usługi;policzyć ile jest usług dostępnych w tabeli;B;images/917.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/917.jpg;203
;918;918. Kolorem o barwie niebieskiej jest kolor;#00EE00;#EE0000;#EE00EE;#0000EE;D;;;202
;919;919. Zestaw komponentów i podprogramów służący pisaniu aplikacji, który ponadto narzuca szkielet wyglądu aplikacji, jej strukturę, a czasem nawet wzorzec według którego ma powstać aplikacja, to;komponent;middleware;biblioteka;framework;D;;;207
;920;920. Rozwinięcie słowne akronimu ACID w SQL to;atomic, constaint, isolated, dependable;atomic, consistent, isolated, durable;atomic, consistent, iss, dependable;atomic, comming, is, do;B;;;202
;921;921. Które dane z 8 rekordów wpisanych do tabeli zwierzeta zostaną wyświetlone w wyniku podanego zapytania SQL?;Anna Kowalska, Jan Nowak;Dika, Fuks;Figaro, Dika, Fuks;Fafik, Brutus, Dika, Fuks;B;images/921.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/921.jpg;205
;922;"922. W języku JavaScript instrukcję a++; można inaczej zapisać jako";a&1;1+=a;a<<1;a=a+1;D;;;203
;923;923. Z którym ze słów kluczowych programowania obiektowego w języku JavaScript wiąże się dostęp do pól i metod tylko z poziomu klasy, w której są zdefiniowane;static;public;private;Żadne z powyższych, w JavaScript należy użyć #;D;;;203
;924;924. Przedstawiony na rysunku kolor zapisany w modelu RGB, w systemie szesnastkowym będzie zdefiniowany następująco;77A0C1;76A3C1;71A0B2;77A1C1;A;images/924.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/924.jpg;202
;925;925. Za pomocą której funkcji języka PHP można ustanowić połączenie z bazą danych o nazwie zwierzaki?;"$polacz = server_connect('localhost', 'root','','zwierzaki');";"$polacz = mysqli_connect('localhost', 'root','','zwierzaki');";"$polacz = sql_connect('localhost', 'root','','zwierzaki');";"$polacz = db_connect('localhost', 'root','','zwierzaki');";B;;;204
;926;926. Aby zmienić maksymalną długość pola imie w tabeli klienci na 30 znaków, należy użyć w języku SQL następującego kodu;"CHANGE TABLE klienci MODIFY imie CHAR(30);";"CHANGE TABLE klienci TO COLUMN imie SET CHAR(30);";"ALTER TABLE klienci MODIFY COLUMN imie VARCHAR(30);";"ALTER TABLE klienci CHANGE imie TEXT;";C;;;205
;927;927. Jeśli zmienna $x przechowuje dowolną liczbę naturalną dodatnią, przedstawiony kod źródłowy PHP ma za zadanie wyświetlić;kolejne liczby od x do 0;liczby wczytywane z klawiatury, tak długo aż zostanie wczytana wartość x;losowe liczby z przedziału (0, x);kolejne liczby od 0 do x-1;D;images/927.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/927.jpg;204
;928;928. W języku JavaScript zdefiniowano obiekt. Aby dalej w kodzie modyfikować wartość właściwości x obiektu, należy zapisać;wsp.x = …;x = …;obiekt1::x = …;obiekt1.x = …;D;images/928.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/928.jpg;203
;929;929. Odpowiednia kolejność procesów przetwarzania analogowo-cyfrowego dźwięku to:;kwantyzacja, kodowanie, próbkowanie;kwantyzacja, próbkowanie, kodowanie;próbkowanie, kodowanie, kwantyzacja;próbkowanie, kwantyzacja, kodowanie;D;;;206
;930;930. Na obrazie przedstawiono wybór formatu pliku importującego bazę danych. Którego formatu należy użyć, jeżeli dane są wyeksportowane z programu Excel i zapisane tekstowo z zastosowaniem przecinka do rozdzielenia wartości pól?;XML;SQL;ESRI;CSV;D;images/930.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/930.jpg;206
;931;931. Baza danych zawiera tabelę ksiazki o polach: tytul, id_autora, data_wypoz, id_czytelnika. Każdego dnia generowany jest raport książek wypożyczonych danego dnia. Wyświetlane są jedynie tytuły książek. Która z kwerend SQL posłuży do stworzenia tego raportu?;"SELECT tytul, data_wypoz FROM ksiazki WHERE data_wypoz = CURRDATENT_E();";"SELECT * FROM ksiazki;";"SELECT tytul FROM ksiazki WHERE data_wypoz = CURRENT_DATE();";"SELECT tytul FROM ksiazki;";C;;;205
;932;932. W języku CSS zdefiniowano formatowanie dla pola edycyjnego. Tak formatowane pole edycyjne będzie miało jasnozielone tło;jeśli jest to pierwsze wystąpienie tego znacznika w dokumencie;po kliknięciu myszą w celu zapisania w nim tekstu;gdy zostanie wskazane kursorem myszy bez kliknięcia;w każdym przypadku;B;images/932.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/932.jpg;202
;933;933. W języku CSS zapisano wspólne formatowanie dla pewnej grupy znaczników. Formatowanie takich znaczników w kodzie HTML nastąpi przez atrybut;"style = ""format1""";"id = ""format1""";"div = ""format1""";"class = ""format1""";D;images/933.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/933.jpg;201
;934;934. Formatem o najwyższej rozpiętości tonalnej wśród wymienionych jest;JPEG;PNG;RAW;BMP;C;;;201
;935;935. Które z zadań programistycznych może być wykonane tylko po stronie klienta przeglądarki?;Bezpieczne wyświetlenie personalizowanej zawartości strony ze względu na prawa użytkownika aplikacji;Zapisanie danych pobranych z formularza w bazie danych powiązanej z aplikacją internetową;Sprawdzanie danych wpisywanych do pola tekstowego w czasie rzeczywistym;Sprawdzenie hasła użytkownika w bazie danych powiązanej z aplikacją internetową;C;;;207
;936;936. Która instrukcja algorytmu odpowiada graficznej reprezentacji bloku przedstawionego na rysunku?;n > 20;Wypisz n;n ← n + 5;Wykonaj podprogram sortowania tablicy t;A;images/936.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/936.jpg;207
;937;937. Która z instrukcji języka JavaScript dokona zmiany koloru tekstu na niebieski w akapicie zdefiniowanym w dokumencie HTML?;"document.getElementById(""jeden"").style.color = ""blue"";";"document.getElementById(""jeden"").style.background-color = ""blue"";";"document.getElementById(""jeden"").color = ""blue"";";"document.getElementById(""jeden"").background-color = ""blue"";";A;images/937.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/937.jpg;201
;938;938. W języku SQL, po wykonaniu przedstawionych poleceń GRANT, prawo do zmiany struktury tabeli oraz jej usuwania zostanie przypisane;Adamowi i Annie;Tomaszowi i Annie;tylko Annie;Tomaszowi i Adamowi;A;images/938.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/938.jpg;205
;939;939. Dla których imion zastosowana w zapytaniu klauzula LIKE jest prawdziwa?;Arleta, Krzysztof, Krystyna, Tristan;Gerald, Jarosław, Marek, Tamara;Rafał, Rebeka, Renata, Roksana;Krzysztof, Krystyna, Romuald;A;images/939.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/939.jpg;207
;940;940. Grafik chce przekształcić bez utraty jakości obraz JPG w format PNG w ten sposób, żeby wszędzie tam, gdzie w pierwotnym obrazie jest kolor biały, w obrazie docelowym była przezroczystość. Aby to zrobić, powinien;przekształcić obraz w odcienie szarości;zmniejszyć rozdzielczość obrazu;dodać kanał alfa;zaimportować obraz do edytora grafiki wektorowej;C;;;206
;941;941. Wskaż zapytanie SQL tworzące użytkownika sekretarka na localhost z hasłem zaq123;"CREATE USER 'sekretarka'@'localhost' IDENTIFIED `zaq123`;";"CREATE USER `sekretarka`@`localhost` IDENTIFY BY `zaq123`;";"CREATE USER `sekretarka`@`localhost` IDENTIFY ""zaq123"";";"CREATE USER `sekretarka`@`localhost` IDENTIFIED BY 'zaq123';";D;;;205
;942;942. Która z funkcji SQL NIE pobiera argumentów?;upper;now;len;year;B;;;205
;943;943. W którym z przypadków walidacja fragmentu kodu CSS przebiegnie pomyślnie?;"<p style=""font-size:bold;"">";"p { font-weight:bold; }";"<p style=""font-style:bold;"">";"p { text-size:bold; }";B;;;202
;944;944. W języku JavaScript zadeklarowana zmienna i, która ma przechowywać wynik dzielenia wynoszący 1, to;"var i = parseInt(3/2);";"var i = 3/2;";"var i = Number(3/2);";"var i = parseFloat(3/2);";A;;;203
;945;945. W języku HTML zapisano definicję tabeli. Który rysunek obrazuje efekt jej działania?;Rysunek 1;Rysunek 2;Rysunek 3;Rysunek 4;A;images/945.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/945.jpg;201
;946;946. W programie MS Access we właściwościach pola klasa należy ustawić maskę wprowadzania danych. Którą maskę należy podać, aby wprowadzone dane były złożone z trzech znaków w formacie: obowiązkowa cyfra, po niej obowiązkowe dwie litery?;000;0CC;CLL;0LL;D;images/946.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/946.jpg;201
;947;947. Który zapis definiuje w języku PHP komentarz wieloliniowy;#;//;<!-- -->;/* */;D;;;204
;948;948. W programie do obróbki grafiki rastrowej zmodyfikowano krzywe kolorów tak, jak zaznaczono ramką na przedstawionym obrazie. Ma to na celu;rozjaśnienie całości obrazu;wygładzenie krawędzi na obrazie;modyfikację najjaśniejszych i najciemniejszych kolorów obrazu;przyciemnienie całości obrazu;C;images/948.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/948.jpg;202
;949;949. Pole insert_id zdefiniowane w bibliotece MySQLi języka PHP może być wykorzystane do;otrzymania id ostatnio wstawionego wiersza;otrzymania kodu błędu, gdy proces wstawiania wiersza się nie powiódł;pobrania pierwszego wolnego indeksu bazy, tak, aby można było pod nim wstawić nowe dane;pobrania najwyższego indeksu bazy, aby po jego inkrementacji wstawić pod niego dane;A;;;204
;950;950. W języku HTML, aby utworzyć pole edycyjne do wpisywania hasła, w którym wpisywany tekst jest maskowany (zastępowany kropkami), należy użyć znacznika;"<form=""password"" type=""password"" />";"<input type=""password"" />";"<input name=""password"" />";"<form input type=""password"" />";B;;;201
;951;951. Które metody odnoszą się do predefiniowanego obiektu Date w języku JavaScript?;concat() oraz pop();row();getMonth() oraz getDay();fromCodePoint();C;;;203
;952;952. Którego typu danych w bazie MySQL należy użyć, aby przechować w jednym polu datę i czas?;BOOLEAN;TIMESTAMP;DATE;YEAR;B;;;204
;953;953. Dana jest tabela oceny o polach id, nazwisko, imie, ocena. Przedstawione zapytanie jest przykładem;łączenia;selekcji;sumy;rekurencji;B;images/953.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/953.jpg;202
;954;954. W przedstawionym fragmencie formularza HTML zdefiniowano pole input, o którym można powiedzieć, że;wyświetla wprowadzone do niego znaki;ma wpisany domyślny tekst „pole”;umożliwia wpisywanie tylko wartości liczbowych;ukrywa wprowadzone do niego znaki;D;images/954.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/954.jpg;201
;955;955. Znacznik <pre> </pre> jest stosowany w celu wyświetlenia;treści czcionką o stałej szerokości;znaku wielokropka;znaku przekreślenia;treści polską czcionką;A;;;201
;956;956. W języku PHP zastosowano funkcję is_float(). Które z podanych wywołań tej funkcji zwróci wartość true;is_float(NULL);is_float(3.34);is_float('3,34');is_float(334);B;;;204
;957;957. Aby dołączyć kaskadowy arkusz stylów zapisany w zewnętrznym pliku, należy użyć następującego fragmentu kodu HTML;"<meta charset=""styl.css"" />";"<div id=""styl.css"" relation=""css"" />";"<link rel=""stylesheet"" type=""text/css"" href=""styl.css"" />";"<optionvalue=""styl.css"" type=""text/css"" />";C;;;201
;958;958. Tabela Pacjenci ma pola: imie, nazwisko, wiek, lekarz_id. Aby zestawić raport zawierający wyłącznie imiona i nazwiska pacjentów poniżej 18 roku życia, którzy zapisani są do lekarza o id równym 6, można posłużyć się kwerendą SQL;"SELECT imie, nazwisko FROM Pacjenci WHERE wiek<18 AND lekarz_id=6;";"SELECT imie, nazwisko WHERE wiek<18 AND lekarz_id=6;";"SELECT imie, nazwisko WHERE wiek<18 OR lekarz_id=6;";"SELECT imie, nazwisko FROM Pacjenci WHERE wiek<18 OR lekarz_id=6;";A;;;205
;959;959. W języku SQL ustawienie klucza podstawowego na polu id w tabeli uczniowie możliwe jest za pomocą polecenia;"INSERT TABLE uczniowie PRIMARY KEY (id);";"INSERT TABLE uczniowie ADD PRIMARY KEY (id);";"ALTER TABLE uczniowie ADD PRIMARY KEY (id);";"ADD TABLE uczniowie PRIMARY KEY (id);";C;;;205
;960;960. Które z tych rozszerzeń nie jest rozszerzeniem pliku video?;GIF;MOV;AVI;MP4;A;;;202
;961;961. W języku PHP, aby prawidłowo obsłużyć połączenie z bazą danych MySQL, ostatnią operacją, powinno być zastosowanie polecenia;exit;mysqli_close;mysql_exit;die;B;;;202
;962;962. Który z paragrafów został sformatowany przedstawionym stylem zakładając, że pozostałe własności paragrafu przyjmują wartości domyślne?;A;B;C;D;C;images/962.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/962.jpg;201
;963;963. Dana jest tabela pracownicy, do której wpisano rekordy przedstawione obok. Po uruchomieniu podanej w ramce kwerendy SQL zostanie wyświetlona wartość;5400;1300;2200;2600;D;images/963.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/963.jpg;205
;964;964. W bazie danych MySQL polecenie CREATE USER umożliwia;utworzenie użytkownika i nadanie mu praw do bazy;wyświetlenie informacji o istniejącym użytkowniku;utworzenie użytkownika;zmodyfikowanie hasła istniejącego użytkownika;C;;;205
;965;965. Poziom izolacji transakcji Repeatable Read (tryb powtarzalnego odczytu) stosowany przez MS SQL wiąże się z problemem;utraty aktualizacji;niepowtarzalnych odczytów;brudnych odczytów;odczytów widm;D;;;201
;966;"966. Relacja opisana w sposób: ""Rekordowi z tabeli A odpowiada dowolna liczba rekordów z tabeli B. Jednemu rekordowi z tabeli B odpowiada dokładnie jeden rekord z tabeli A"" jest relacją";nieoznaczoną;jeden do jednego;jeden do wielu;wiele do wielu;C;;;205
;967;"967. Dla przedstawionego fragmentu dokumentu HTML zdefiniowano formatowanie CSS selektora klasy ""menu"" tak, aby kolor tła bloku był zielony. Która definicja stylu CSS odpowiada temu formatowaniu?";"#menu { background-color: rgb(0,255,0); }";"div:menu { color: green; }";"div.menu { background-color: green; }";"menu { background-color: rgb(0,255,0); }";C;images/967.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/967.jpg;202
;968;968. Jak nazywa się metoda sortowania polegająca na podziale na n przedziałów jednakowej długości, w których następuje sortowanie, po czym posortowane zawartości przedziałów są poddawane analizie i prezentacji?;Sortowanie szybkie;Sortowanie bąbelkowe;Sortowanie kubełkowe;Sortowanie przez wybór;C;;;207
;969;969. Stronę internetową zapisano w języku XHTML. Który z kodów stanowi implementację przedstawionego fragmentu strony, jeżeli żadne style CSS nie zostały zdefiniowane?;A;B;C;D;B;images/969.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/969.jpg;202
;970;970. W przedstawionej klasie zdefiniowano;jedną właściwość;dwie metody;dwie właściwości;dwa obiekty;C;images/970.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/970.jpg;207
;971;971. Aby zamieścić na stronie internetowej film, należy użyć znacznika;<video>;<media>;<movie>;<audio>;A;;;201
;972;972. Wskaż poprawną definicję stylu CSS dla przycisku typu submit o właściwościach: czarny kolor tła, brak obramowania, marginesy wewnętrzne 5px.;A;B;C;D;A;images/972.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/972.jpg;202
;973;973. Przedstawiony fragment kodu napisano w języku JavaScript. Aby program przypisywał wartość równą 1 co trzeciemu elementowi w tablicy, to w miejscu kropek należy wpisać;i = 3;i += 3;i ++ 3;i =+ 3;B;images/973.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/973.jpg;203
;974;974. W zapytaniu SQL umieszczonym poniżej, znak gwiazdki oznacza, że w wyniku tego zapytania;zostaną wyświetlone wszystkie rekordy tabeli mieszkancy;zostanie zignorowany warunek sprawdzający imię;zostaną wyświetlone wszystkie kolumny tabeli mieszkancy;"zostanie wyświetlone pole o nazwie ""*"" (gwiazdka)";C;images/974.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/974.jpg;205
;975;975. Znacznik języka HTML, który służy do dynamicznego tworzenia grafiki na stronie internetowej bez osadzania dodatkowych plików, to;<embed>;<img>;<canvas>;<object>;C;;;201
;976;976. Po wykonaniu kodu PHP zostanie wyświetlona aktualna data zawierająca jedynie;dzień i miesiąc;miesiąc i rok;rok;dzień;C;images/976.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/976.jpg;204
;977;977. Proces organizowania danych w bazie obejmujący tworzenie tabel, ustanawianie relacji między nimi i polegający na wyeliminowaniu z bazy nadmiarowych danych oraz niespójnych zależności nazywa się;weryfikacją spójności danych;normalizacją;weryfikacją integralności referencyjnej;redundancją;B;;;207
;978;978. W jaki sposób, stosując język PHP, zapisać w ciasteczku napis znajdujący się w zmiennej dane na czas jednego dnia?;"setcookie(""dane"", $dane, time() + (3600*24));";"setcookie(""dane"", $dane, 0);";"setcookie(""dane"", ""dane"", 0);";"setcookie(""dane"", $dane, time());";A;;;204
;979;979. Które stwierdzenie najlepiej opisuje klasę Owoc zdefiniowaną w języku PHP i przedstawioną na listingu?;Ma jedno pole i dwie metody, z czego jedna metoda ma zakres prywatny.;Ma dwa pola i jedną metodę, pole nazwa ma zakres widzialności ograniczony tylko do metod klasy.;Ma dwa pola i jeden konstruktor, oba pola mają zakres widzialności ograniczony tylko do metod klasy.;Ma dwa pola i jedną metodę, pole kolor ma zakres widzialności ograniczony tylko do metod klasy.;D;images/979.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/979.jpg;204
;980;980. Aby stworzyć różnicową kopię bazy danych na serwerze MSSQL, należy zastosować klauzulę;FULL;RESTORE;WITH FORMAT;DIFFERENTIAL;D;;;205
;981;981. W języku PHP wykonano operację przedstawioną w ramce. Aby wyświetlić wszystkie wyniki tego zapytania należy;wyświetlić zmienną $db;zaindeksować zmienną tab, tab[0] to pierwsze imię;zastosować pętlę z poleceniem mysqli_fetch_row;zastosować polecenie mysql_fetch;C;images/981.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/981.jpg;204
;982;982. Kwerendę SELECT DISTINCT należy zastosować w przypadku, gdy potrzeba wybrać rekordy;posortowane malejąco lub rosnąco;pogrupowane;występujące w bazie tylko raz;tak, aby w podanej kolumnie nie powtarzały się wartości;D;;;205
;983;983. Grafik wykonał logo strony internetowej. To czarny znaczek na przezroczystym tle. Aby zachować wszystkie atrybuty obrazu i umieścić go na stronie internetowej, grafik powinien zapisać obraz w formacie;PNG;CDR;JPG;BMP;A;;;201
;984;984. W języku PHP funkcja, która może służyć do sprawdzenia, czy dany ciąg jest fragmentem innego ciągu, to;"trim();";"strtok();";"strlen();";"strstr();";D;;;203
;985;985. Wykonanie przedstawionego polecenia PHP umożliwi;odczyt danych z bazy;modyfikację struktury bazy;modyfikację danych w bazie;zapis nowych danych do bazy;C;images/984.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/984.jpg;204
;986;986. Funkcja mysqli_num_rows() języka PHP może być wywołana po uprzednim zastosowaniu kwerendy;INSERT;UPDATE;DELETE;SELECT;D;;;204
;987;987. Które wyrażenie logiczne należy zastosować w języku JavaScript, aby wykonać operacje tylko dla dowolnych liczb ujemnych z przedziału jednostronnie domkniętego <-200,-100)?;(liczba <=-200) || (liczba>-100);(liczba <=-200) && (liczba<-100);(liczba >=-200) || (liczba>-100);(liczba >=-200) && (liczba<-100);D;;;203
;988;988. Wskaż instrukcję równoważną do instrukcji switch zapisanej językiem PHP;A;B;C;D;B;images/988.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/988.jpg;204
;989;989. Podane polecenie SQL nadaje prawo SELECT;dla użytkownika root na serwerze sprzedawca;do wszystkich tabel w bazie hurtownia;dla użytkownika root na serwerze localhost;do wszystkich pól w tabeli hurtownia;B;images/989.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/989.jpg;205
;990;990. Integralność encji w bazie danych zostanie zachowana, jeżeli między innymi;każdej kolumnie zostanie przypisany typ danych;klucz główny będzie zawsze liczbą całkowitą;każdy klucz główny będzie miał odpowiadający mu klucz obcy w innej tabeli;dla każdej tabeli zostanie utworzony klucz główny;D;;;207
;991;991. W języku JavaScript stworzono funkcję o nazwie licz_pitagoras, która oblicza długość przeciwprostokątnej trójkąta prostokątnego, zgodnie z twierdzeniem Pitagorasa. Funkcja pobiera dwa parametry wejściowe i zwraca wartość. Prawidłowe wywołanie takiej funkcji, wraz z pobraniem zwróconego wyniku, będzie miało postać;"c = licz_pitagoras(a, b);";"licz_pitagoras(a, b) = c;";"licz_pitagoras(a, b);";"licz_pitagoras(a, b, c);";A;;;203
;992;992. Który z typów wspieranych przez język PHP służy do obsługi zmiennych logicznych?;Boolean;String;Float;Integer;A;;;204
;993;993. W edytorze grafiki rastrowej, aby pracować tylko na części obrazu, nie naruszając innych jego elementów, można wykorzystać;warstwy;skalowanie;kadrowanie;inwersję;A;;;206
;994;994. Wielkość grafiki JPEG umieszczonej na stronie internetowej może mieć wpływ na;błędy składniowe języka HTML;długość czasu ładowania strony;kompatybilność z systemem Windows;szybszą weryfikację odnośników;B;;;207
;995;995. Algorytm przedstawiony na rysunku można zapisać w języku JavaScript za pomocą instrukcji;"for(i = 0; i > 10; i++)";"var i = 0; do i++; while(i > 10);";"var i = 0; while(i <= 10) i += 2;";"var i = 0; do i = i + 2; while(i < 10);";C;images/995.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/995.jpg;203
;996;996. W kodzie HTML zdefiniowano formularz, który wysyła dane do pliku formularz.php. Po wciśnięciu przycisku typu submit przeglądarka przechodzi do przedstawionego adresu. Na podstawie podanego adresu można powiedzieć, że dane do pliku formularz.php zostały przesłane metodą;COOKIE;POST;GET;SESSION;C;images/996.jpg;https://www.praktycznyegzamin.pl/inf03ee09e14/teoria/wszystko/e14/996.jpg;201
