id;question_id;question;a;b;c;d;correct;image;image_fallback;category_name
;343;343. Adresem rozgłoszeniowym sieci, w której pracuje host o adresie IP 195.120.252.32 i masce podsieci 255.255.255.192 jest;195.120.252.0;195.120.252.63;195.120.252.255;195.120.255.255;B;;;inf_02
;344;344. Co jest charakterystyczne dla architektury sieci lokalnych typu klient – serwer?;Żaden z komputerów nie pełni roli nadrzędnej w stosunku do pozostałych;Wszystkie komputery klienckie mają dostęp do zasobów pozostałych komputerów;Każdy komputer zarówno udostępnia pewne zasoby, jak i korzysta z zasobów innych komputerów;Wyróżnione komputery pełnią rolę serwerów udostępniających zasoby, a pozostałe komputery z tych zasobów korzystają;D;;;inf_02
;345;345. Na ilustracji jest przedstawiony;ruter.;przełącznik.;koncentrator.;panel krosowy.;D;images/345.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/345.jpg;inf_02
;346;346. Zgodnie z zasadami etykiety związanymi ze spotkaniami służbowymi należy pamiętać, aby;wchodząc do miejsc publicznych pukać przed wejściem, z wyjątkiem pokoju szefa urzędu.;unikać nadmiernej gestykulacji oraz piskliwego i wysokiego tonu głosu.;nie przedstawiać się i bez pytania usiąść na wolnym krześle.;mężczyźni całowali wszystkie kobiety w rękę.;B;;;inf_02
;347;347. Oznaczenie przedstawionego procesora informuje o;jego małej obudowie.;wersji mobilnej procesora.;braku blokady mnożnika (unlocked).;bardzo niskim zużyciu energii przez procesor.;C;images/347.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/347.jpg;inf_02
;348;348. Na ilustracji przedstawiono;impulsator.;sondę logiczną.;czujnik temperatury.;tester płyt głównych.;D;images/348.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/348.jpg;inf_02
;349;349. Podczas podłączenia sprawnego monitora do innego komputera jest wyświetlany komunikat przedstawiony na ilustracji. Pojawienie się komunikatu jest spowodowane;wyłączeniem komputera.;zbyt wysoko ustawioną ostrością obrazu.;uszkodzeniem monitora podczas podłączania.;zbyt wysoką lub zbyt niską częstotliwością sygnału.;D;images/349.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/349.jpg;inf_02
;350;350. Ile maksymalnie komputerów może być zaadresowanych w podsieci o adresie 192.168.1.0/25?;62;126;254;510;B;;;inf_02
;351;351. Urządzeniem stosowanym do połączenia 6 komputerów w sieć lokalną jest;most;wzmacniak;transceiver;przełącznik;D;;;inf_02
;352;352. W tabeli przedstawiono parametry zestawu komputerowego. Ponieważ jego karta graficzna uległa uszkodzeniu, należy ją wymienić na kartę graficzną o parametrach przedstawionych w ramce. W związku z tym modernizacja tego komputera wymaga również wymiany;karty sieciowej;płyty głównej;procesora;zasilacza;D;images/352.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/352.jpg;inf_02
;353;353. Aby zmienić właściciela pliku w systemie Linux, należy użyć polecenia;ps;pwd;chown;chmod;C;;;inf_02
;354;354. Na ilustracji jest przedstawiona konfiguracja;wirtualnych sieci.;sieci bezprzewodowej.;przekierowania portów.;rezerwacji adresów MAC.;A;images/354.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/354.jpg;inf_02
;355;355. Przed wykonaniem prac serwisowych związanych z modyfikacją rejestru systemu Windows należy wykonać;kopię rejestru za pomocą programu regedit;defragmentację dysku za pomocą programu defrag;oczyszczanie dysku za pomocą programu cleanmgr;czyszczenie rejestru za pomocą programu defraggler;A;;;inf_02
;356;356. Aby była możliwa komunikacja między różnymi sieciami VLAN, należy zastosować;ruter.;modem.;regenerator.;koncentrator.;A;;;inf_02
;357;357. Na ilustracji jest przedstawiony symbol graficzny;rutera.;mostu.;przełącznika.;punktu dostępowego.;C;images/357.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/357.jpg;inf_02
;358;358. W Wierszu polecenia wydano komendę: wykonaj.bat przyklad.txt Wykonanie skryptu spowoduje;zabezpieczenie pliku przykład.txt hasłem hsr;dopisanie ciągu znaków „hsr” do zawartości pliku wykonaj.bat;nadanie dla pliku wykonaj.bat atrybutów ukryty, systemowy, tylko do odczytu;nadanie dla pliku przykład.txt atrybutów ukryty, skompresowany, tylko do odczytu;C;images/358.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/358.jpg;inf_02
;359;359. Aby udrożnić zatkane dysze kartridża drukarki atramentowej, należy oczyścić dysze;środkiem smarującym.;alkoholem izopropylowym.;drobnym papierem ściernym.;za pomocą drucianego zmywaka.;B;;;inf_02
;360;360. Zespoły doraźne powoływane są;na potrzeby realizacji nieprzewidzianych zadań lub rozwiązywania niespodziewanych problemów;do wykonania zaplanowanego i określonego projektu lub zadania;na stałe i są trwale umiejscowione w strukturze organizacji;do realizacji zadań powtarzalnych i przewidywalnych;A;;;inf_02
;361;361. Podczas konfiguracji rutera, przedstawionej w filmie, wykorzystano funkcję służącą do;zablokowania podanego adresu fizycznego urządzenia sieciowego w zakresie sieci LAN.;klonowania adresu fizycznego rutera z puli testowej i zachowania go pod nazwą Stacja002.;rezerwacji adresu IP z puli adresów określonych przez serwer DHCP dla komputera o podanym adresie MAC.;utworzenia polisy dla komputera o nazwie Stacja002, aby mógł łączyć się do rutera łączem przewodowym.;A;;;inf_02
;362;362. Wskaż zakres grupy, który jest ustawiany domyślnie dla nowo utworzonej grupy w kontrolerze domeny systemu Windows Serwer?;Lokalny.;Globalny.;Uniwersalny.;Dystrybucyjny.;B;;;inf_02
;363;363. Aby zagwarantować użytkownikom Active Directory możliwość zalogowania do domeny na wypadek awarii kontrolera domeny, należy;promować drugi kontroler domeny.;udostępnić użytkownikom numer do Help Desk.;dodać wszystkich użytkowników do grupy Administratorzy.;przekopiować wszystkie zasoby sieci na każdy komputer w domenie.;A;;;inf_02
;364;364. Wynikiem dodawania liczb 33 (8) oraz 71 (8) jest liczba;1010101 (2);1100101 (2);1001100 (2);1010100 (2);D;;;inf_02
;365;365. W tabeli jest przedstawiony fragment procesu komunikacji serwera ze stacją roboczą przechwycony przez program Wireshark. Której usługi dotyczy ta komunikacja?;FTP;DNS;DHCP;WWW;C;images/365.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/365.jpg;inf_02
;366;366. Protokół DNS odpowiada za;odwzorowanie nazw domenowych na adresy IP.;odwzorowanie adresów fizycznych MAC na adresy IP.;statyczne przydzielanie adresacji urządzeniom sieciowym.;automatyczne przydzielanie adresacji urządzeniom sieciowym.;A;;;inf_02
;367;367. Który ze sposobów radzenia sobie ze stresem jest szkodliwy dla organizmu?;Sen.;Hobby.;Używki.;Aktywność fizyczna.;C;;;inf_02
;368;368. W systemach Windows Server polecenie dsadd umożliwia;zmianę właściwości obiektów w katalogu.;przenoszenie obiektów w obrębie jednej domeny.;usuwanie użytkowników, grup, komputerów, kontaktów i jednostek organizacyjnych z usługi Active Directory.;dodawanie użytkowników, grup, komputerów, kontaktów i jednostek organizacyjnych do usługi Active Directory.;D;;;inf_02
;369;369. Wewnętrzny dysk twardy IDE jest zasilany poprzez złącze;MOLEX;ATX20;SATA;PCIe;A;;;inf_02
;370;370. W systemie Linux plik ma ustawione prawa na wartość 541. Właściciel tego pliku ma możliwość;tylko wykonania.;tylko modyfikacji.;odczytu i wykonania.;odczytu, zapisu i wykonania.;C;;;inf_02
;371;371. W przedstawionym zasilaczu transformator oznaczono znakiem;1;2;3;4;B;images/371.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/371.jpg;inf_02
;372;372. W systemach operacyjnych Windows natywnym systemem plików, który umożliwia ograniczenie użytkownikom dostępu do poszczególnych katalogów, plików lub dysków jest;Ext2;NTFS;FAT16;FAT32;B;;;inf_02
;373;373. Które zdanie odnoszące się do urządzenia sieciowego most (ang. bridge) jest prawdziwe?;Analizuje ramki pod kątem adresu IP.;Pracuje w piątej warstwie modelu OSI.;Jest urządzeniem typu store and forward.;Pracuje w siódmej warstwie modelu OSI.;C;;;inf_02
;374;374. Na rysunku przedstawiono symbol graficzny;rutera.;mostu.;regeneratora.;koncentratora.;A;images/374.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/374.jpg;inf_02
;375;375. Plik ma rozmiar 2 KiB. W przeliczeniu na bity jest to;2000 bitów.;2048 bitów.;16000 bitów.;16384 bitów.;D;;;inf_02
;376;376. Do wyświetlenia zawartości katalogu w systemie Linux służy polecenie;ls;cd;rpm;pwd;A;;;inf_02
;377;377. Na filmie zostal pokazany montaz;karty graficznej.;pamięci RAM.;procesora.;radiatora.;C;;;inf_02
;378;378. Narzędziem blokującym ataki hakerskie z zewnątrz jest;protokół SSH.;serwer DHCP.;zapora sieciowa.;menadżer połączeń.;C;;;inf_02
;379;379. Przy rozbudowie sieci Ethernet działającej w oparciu o standard 1000BaseT jest wymagane stosowanie skrętki, w kategorii co najmniej;3;6;5e;6a;C;;;inf_02
;380;380. Sieć o adresie 192.168.1.128/29 pozwala na zaadresowanie;6 hostów.;8 hostów.;12 hostów.;16 hostów.;A;;;inf_02
;381;381. Ktory typ złącza na płycie głównej umożliwia zamontowanie przedstawionej karty graficznej?;PCI;AGP;PCIe x1;PCIe x16;D;images/381.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/381.jpg;inf_02
;382;382. Przedstawiony opis usterki i procedura jej rozwiązania zawarta w dokumentacji technicznej dotyczy problemu związanego;z podłączeniem skanera bębnowego.;z niepoprawnym wydrukiem z drukarki laserowej.;z konfiguracją skanera bębnowego do pracy sieciowej.;z niepoprawnym wydrukiem z drukarki termosublimacyjnej.;B;images/382.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/382.jpg;inf_02
;383;383. Zgodnie z przepisami BHP oraz zasadami ergonomii stanowiska pracy, maksymalna odległość ekranu monitora komputerowego od oczu pracownika wynosi;55 cm;60cm;75 cm;80 cm;C;;;inf_02
;384;384. Zachowaniem sprzyjającym organizacji pracy małego zespołu programistów jest;ignorowanie innych członków zespołu.;przypisywanie sobie dominującej roli w dyskusji.;nieustanna dezaprobata dla pomysłów innych osób.;proponowanie nowych rozwiązań przez wszystkich członków zespołu.;D;;;inf_02
;385;385. Stosunek ładunku zgromadzonego na przewodniku do potencjału tego przewodnika określa jego;moc;rezystancję;indukcyjność;pojemność elektryczną;D;;;inf_02
;386;386. Czynnym elementem elektronicznym jest;cewka;rezystor;tranzystor;kondensator;C;;;inf_02
;387;387. Wskaż element, który dopasowuje poziom napięcia z sieci energetycznej przy użyciu transformatora przenoszącego energię z jednego obwodu elektrycznego do drugiego z wykorzystaniem zjawiska indukcji magnetycznej.;Rejestr szeregowy;Rezonator kwarcowy;Przerzutnik synchroniczny;Zasilacz transformatorowy;D;;;inf_02
;388;388. Na schemacie płyty głównej, znajdującym się w dokumentacji laptopa, numerami 8 i 9 oznaczono złącza;M.2;USB 3.0;Serial ATA;cyfrowe audio;C;images/388.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/388.jpg;inf_02
;389;389. Przedstawiona karta przechwytująca wideo będzie współpracowała z płytą główną wyposażoną w port;AGP;PCI-e;1-Wire;eSATA;B;images/389.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/389.jpg;inf_02
;390;390. Podczas instalacji systemu Windows, tuż po uruchomieniu instalatora w trybie graficznym, możliwe jest uruchomienie Wiersza poleceń (konsoli) za pomocą kombinacji przycisków;ALT + F4;CTRL + Z;SHIFT + F10;CTRL + SHIFT;C;;;inf_02
;391;391. Po zainstalowaniu systemu Windows 10, aby skonfigurować połączenie internetowe z limitem danych, w ustawieniach sieci i Internetu należy ustawić połączenie;taryfowe.;przewodowe.;przewodowe.;szerokopasmowe.;A;;;inf_02
;392;392. Licencja dostępowa w systemie Windows Server, umożliwiająca użytkownikom stacji roboczych korzystanie z usług serwera to licencja;BOX;CAL;OEM;MOLP;B;;;inf_02
;393;393. Cechą charakterystyczną topologii gwiazdy jest;małe zużycie kabla;centralne zarządzanie siecią;trudna lokalizacja uszkodzeń;blokada sieci w wyniku awarii terminala;B;;;inf_02
;394;394. Na przedstawionym schemacie logicznym sieci ujęto;7 budynkowych punktów dystrybucyjnych;2 kampusowe punkty dystrybucyjne;4 kondygnacyjne punkty dostępowe;9 gniazd telekomunikacyjnych;D;images/394.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/394.jpg;inf_02
;395;395. Co można powiedzieć o budowie skrętki S/FTP?;Każda para przewodów jest foliowana i dodatkowo całość w ekranie z siatki;Każda para przewodów jest w osobnym ekranie z folii, całość jest nieekranowana;Każda para przewodów jest foliowana i dodatkowo całość w ekranie z folii i siatki;Każda para przewodów jest w osobnym ekranie z folii i dodatkowo całość w ekranie z folii.;A;;;inf_02
;396;396. Przedstawione narzędzie jest stosowane do;lokalizacji uszkodzeń włókien światłowodowych;spawania przewodów światłowodowych;zdejmowania izolacji okablowania;zaciskania wtyków RJ11 i RJ45;A;images/396.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/396.jpg;inf_02
;397;397. Testowanie okablowania strukturalnego światłowodowego można wykonać za pomocą;sondy logicznej;stacji lutowniczej;odsysacza próżniowego;reflektometru optycznego;D;;;inf_02
;398;398. Adresem rozgłoszeniowym w podsieci o adresie IPv4 192.168.0.0/20 jest;192.168.255.255;192.168.255.254;192.168.15.255;192.168.15.254;C;;;inf_02
;399;399. W adresacji IPv6 adres ff00::/8 określa;adres nieokreślony;pulę adresów testowej sieci 6bone;adres wskazujący na lokalnego hosta;pulę adresów używanych do komunikacji multicast;D;;;inf_02
;400;400. Wskaż maksymalną liczbę adresów hostów, którą można użyć w każdej z 8 równych podsieci, wydzielonych z sieci komputerowej o adresie 10.10.10.0/24;14;16;30;62;C;;;inf_02
;401;401. Informacje przedstawione na wydruku zostały wyświetlone w wyniku wywołania;netstat -r;route change;ipconfig /all;traceroute -src;A;images/401.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/401.jpg;inf_02
;402;402. Urządzeniem sieciowym pracującym w drugiej warstwie modelu OSI, w którym sygnał na podstawie analizy adresu MAC nadawcy i odbiorcy jest przesyłany do portu połączonego z urządzeniem odbierającym dane, jest;modem;terminator;przełącznik;wzmacniak;C;;;inf_02
;403;403. Gniazdo tablicy interaktywnej jest oznaczone za pomocą przedstawionego symbolu. Którego złącza należy użyć do podłączenia tablicy do komputera?;HDMI;USB A-A;FireWire;D-SUB VGA;D;images/403.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/403.jpg;inf_02
;404;404. Aby w systemie Windows zmienić port zainstalowanej drukarki, należy wykorzystać funkcję;Menedżer zadań;Właściwości drukarki;Preferencje drukowania;Ostatnia znana dobra konfiguracja;B;;;inf_02
;405;405. Wskaż czynność konserwacyjną, którą należy wykonać, jeśli na wydruku drukarki atramentowej widoczne są smugi, kolory wydruku są niewłaściwe lub brakuje niektórych kolorów;Wymiana taśmy barwiącej;Kalibrowanie przesuwu papieru;Czyszczenie głowicy drukującej;Aktualizacja oprogramowania drukarki;C;;;inf_02
;406;406. Przedstawione narzędzie służące do monitorowania sieci LAN to;konfigurator IP;skaner portów;zapora sieciowa;konfigurator sieci;B;images/406.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/406.jpg;inf_02
;407;407. Do sprawdzenia stanu podłączonego kabla i zdiagnozowania odległości od miejsca awarii sieci należy wykorzystać funkcję przełącznika oznaczoną numerem;1;2;3;4;C;images/407.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/407.jpg;inf_02
;408;408. Podczas konfiguracji rutera, aby wprowadzić parametry połączenia dostarczone przez dostawcę internetowego należy wybrać obszar oznaczony numerem;4;3;2;1;B;images/408.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/408.jpg;inf_02
;409;409. Do czyszczenia układów optycznych w sprzęcie komputerowym należy użyć;smaru;żywicy;izopropanolu;oleju wazelinowego;C;;;inf_02
;410;410. Matę antystatyczną i opaskę stosuje się podczas montażu podzespołu w celu;ułatwienia jego naprawy;poprawy higieny serwisanta;oczyszczenia jego zabrudzeń;neutralizacji ładunków elektrostatycznych;D;;;inf_02
;411;411. W systemie Windows Server udostępnienie folderu jako zasobu sieciowego, widocznego na stacji roboczej w postaci dysku oznaczonego literą, jest możliwe dzięki wykonaniu operacji;zerowania;mapowania;oczyszczania;defragmentacji;B;;;inf_02
;412;412. Do identyfikacji rozmiaru wolnej i zajętej pamięci fizycznej w systemie Linux można użyć polecenia;cat /proc/meminfo;lspci | grep -i raid;dmidecode –t baseboard;tail –n 10 /var/log/messages;A;;;inf_02
;413;413. Wskaż koszt brutto wykonanych przez serwisanta usług, jeśli do rachunku doliczony jest również koszt dojazdu w wysokości 55,00 zł netto.;160,00 zł;196,80 zł;215,00 zł;264,45 zł;D;images/413.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/413.jpg;inf_02
;414;414. System Linux Ubuntu zainstalowano na dysku obok systemu Windows. Aby skonfigurować kolejność uruchamianych systemów operacyjnych, należy zmodyfikować zawartość;/etc/grub.d;/etc/inittab;boot.ini;bcdedit;A;;;inf_02
;415;415. Użycie polecenia ipconfig /renew podczas konfiguracji interfejsów sieciowych spowoduje;wyświetlenie identyfikatora klasy DHCP dla kart sieciowych;wyczyszczenie bufora programu rozpoznającego DNS;odnowienie wszystkich dzierżaw adresów IP z DHCP;zwolnienie wszystkich dzierżaw adresów IP z DHCP;C;;;inf_02
;416;416. Do harmonogramowania zadań w systemie Linux służy polecenie;top;cron;shred;taskschd;B;;;inf_02
;417;417. Wykonanie polecenia dxdiag w systemie Windows umożliwi;wykonanie konfiguracji klawiatury, aby spełniała wymagania języka polskiego;uruchomienie maszyny wirtualnej z zainstalowanym systemem Windows 10;wykonanie kompresji wskazanych na dysku twardym danych;uruchomienie narzędzia diagnostycznego DirectX;D;;;inf_02
;418;418. AppLocker to narzędzie w systemach Windows Server służące do;szyfrowania partycji systemowej, z wyjątkiem partycji rozruchowej.;nadawania uprawnień do plików i katalogów zawierających dane użytkownika.;tworzenia reguł kontrolujących uruchamianie aplikacji dla użytkowników lub grup.;zarządzania partycjami dysków twardych przy użyciu interpretera poleceń PowerShell.;C;;;inf_02
;419;419. W systemie serwerowym Windows widoczny jest zakres adresów IPv4. Wskazana ikona znajdująca się przy jego nazwie oznacza, że;zakres ten jest aktywny;zakres ten jest nieaktywny;pula adresów w tym zakresie jest wyczerpana w 100%;pula adresów w tym zakresie jest wyczerpana na poziomie bliskim 100%;B;images/419.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/419.jpg;inf_02
;420;420. Wskaż polecenie systemu Linux służące do wyświetlenia numeru identyfikacyjnego użytkownika.;whoami;users;who;id;D;;;inf_02
;421;421. Za pomocą którego polecenia systemu Linux możliwa jest zmiana domyślnej powłoki użytkownika egzamin na sh;usermod –s /bin/sh egzamin;vi /etc/passwd –sh egzamin;chmod egzamin /etc/shadow sh;groupmod /users/egzamin /bin/sh;A;;;inf_02
;422;422. Narzędziem usług katalogowych w systemach z rodziny Windows Server, służącym do przekierowania komputerów do jednostki organizacyjnej określonej przez administratora, jest polecenie;dsrm;dcdiag;redircmp;redirusr;C;;;inf_02
;423;423. Po zainstalowaniu programu VNC, wykorzystywanego do podglądu pulpitu wybranego komputera, oprócz numeru portu należy podać jego;adres rozgłoszeniowy;bramę domyślną;adres MAC;adres IP;D;images/423.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/423.jpg;inf_02
;424;424. Higiena pracy to:;Utrzymanie porządku na stanowisku pracy;Nauka o metodach utrzymywania czystości w pomieszczeniach przemysłowych;Działania zmierzające do uruchomienia pracownika od utraty zdrowia, która może nastąpić w wyniku oddziaływania różnych czynników związanych z pracą;Stosowanie diety odpowiedniej do tryby życia;C;;;inf_02
;425;425. Pracownik rozlał w pracy substancję żrącą, wskutek czego uszkodził stojący na stole mikroskop i swoją odzież. Zdarzenie to jest:;Zdarzeniem traktowanym na równi z wypadkiem przy pracy;Wypadkiem przy pracy;Wypadkiem zbiorowym;Zdarzeniem potencjalnie wypadkowym;B;;;inf_02
;426;426. Wypadek śmiertelny przy pracy to wypadek, w którego wyniku nastąpiła śmierć poszkodowanego pracownika;W okresie nieprzekraczającym miesiąca od wypadku;Na miejscu zdarzenia;W okresie nieprzekraczającym 6 miesięcy od wypadku;Na miejscu zdarzenia lub w trakcie leczenia w szpitalu, do którego został przewieziony bezpośrednio po wypadku;D;;;inf_02
;427;427. Chorobą zawodową najczęściej występującą wśród pracowników kuźni jest/są;Przewlekła choroba narządu głosu;Uszkodzenia słuchu;Pylica płuc;Choroby zakaźne;B;;;inf_02
;428;428. Zapobieganie chorobom zawodowym nie polega na;Badaniach lekarskich pracowników;Wykrywaniu i usuwaniu zagrożeń chorobowych w środowisku pracy;Wykrywaniu i usuwaniu zagrożeń chorobowych w środowisku pracy oraz na badaniach lekarskich pracowników;Odpowiedniej diecie stosowanej przez pracowników;D;;;inf_02
;429;429. Na filmie przedstawiono wadliwe działanie drukarki laserowej. Podzespołem, który najprawdopodobniej uległ uszkodzeniu, jest;napęd karetki;filtr dichroiczny;głowica termiczna;grzałka utrwalająca;D;;;inf_02
;430;430. Adresem pętli zwrotnej w protokole IPv6 jest;0:0/32;::fff/64;::1/128;:1:1:1/96;C;;;inf_02
;431;431. W systemie Linux do monitorowania bieżących procesów służy polecenie;free;ps;test;pd;B;;;inf_02
;432;432. W modelu hierarchicznym sieci komputery użytkowników są elementami warstwy;dostępu;szkieletowej;dystrybucji;rdzenia;A;;;inf_02
;433;433. Profil użytkownika systemu Windows wykorzystywany do logowania na dowolnym komputerze w sieci, który jest przechowywany na serwerze i może być modyfikowany przez użytkownika, to profil;lokalny;obowiązkowy;mobilny;tymczasowy;C;;;inf_02
;434;434. Elementem zestawu komputerowego przetwarzającym zarówno dane wejściowe, jak i wyjściowe, jest;modem;ploter;drukarka;skaner;A;;;inf_02
;435;435. Na ilustracji przedstawione jest oprogramowanie monitorujące technologię;NCQ;IRDA;SAS;S.M.A.R.T;D;images/435.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/435.jpg;inf_02
;436;436. Udostępnienie linuksowych usług drukowania oraz serwera plików stacjom roboczym Windows, OS X, Linux umożliwia serwer;SAMBA;POSTFIX;APACHE;SQUID;A;;;inf_02
;437;437. Który z typów rekordów DNS definiuje alias (alternatywną nazwę) rekordu A dla kanonicznej (rzeczywistej) nazwy hosta?;CNAME;NS;AAAA;PTR;A;;;inf_02
;438;438. Liczby 1001 oraz 100 w wierszu pliku /etc/passwd znaczają;liczbę udanych i nieudanych prób logowania;numer koloru czcionki i numer koloru tła w terminalu;identyfikatory użytkownika i grupy w systemie;liczbę dni do ostatniej zmiany hasła i liczbę dni do wygaśnięcia hasła;C;images/438.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/438.jpg;inf_02
;439;439. Zgodnie z przedstawioną instrukcją montażu płyty głównej należy;w przypadku braku opaski ESD, przed dotknięciem elementów elektronicznych, najpierw dotknąć metalowy przedmiot;unikat wyłączania zasilania sieciowego przed demontażem płyty głównej;umieścić podzespół w dowolnym miejscu i dowolnym opakowaniu przed jego zainstalowaniem;dotykać w dowolny sposób i w dowolnej kolejności metalowe przewody lub złącza;A;images/439.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/439.jpg;inf_02
;440;440. Psychicznym skutkiem przewlekłego stresu może być;nawracająca infekcja;depresja;atopowe zapalenie skóry i chroniczne zapalenie oczu;choroba układu krążenia;B;;;inf_02
;441;441. Które polecenie należy wydać w systemie Windows, aby sprawdzić tabelę translacji adresów IP na adresy fizyczne?;ipconfig;route print;netstat -r;arp -a;D;;;inf_02
;442;442. Na ilustracji została przedstawiona topologia;pierścienia;magistrali;gwiazdy rozszerzonej;pełnej siatki;C;images/442.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/442.jpg;inf_02
;443;443. Wskaż domyślną maskę szesnastobitowego adresu IPv4;255.255.0.0;255.0.0.0;255.255.255.0;255.255.255.255;A;;;inf_02
;444;444. Głównym zadaniem usługi DNS jest;sprawdzanie poprawności adresów domenowych;sprawdzanie poprawności adresów IP;rozwiązywanie nazw domenowych na adresy IP;rozwiązywanie nazw domenowych na adresy fizyczne;C;;;inf_02
;445;445. Do pomiaru wartości mocy czynnej metodą bezpośrednią należy użyć;watomierza;woltomierza;omomierza;amperomierza;A;;;inf_02
;446;446. Konfiguracja zasad zabezpieczeń lokalnych spowoduje, że system;wymusi na użytkowniku zmianę hasła po 10 dniach;wymusi utworzenie hasła zawierającego nie mniej niż 12 znaków;będzie rejestrował zdarzenia, jeśli hasło będzie krótsze niż 8 znaków;pozwoli zmienić hasło na takie samo po 4 dniach;A;;;inf_02
;447;447. Serwerowa płyta główna do poprawnego działania wymaga pamięci z rejestrem, Który z wymienionych modułów pamięci będzie kompatybilny z taką płytą?;Kingston 4GB 1600MHz DDR3 ECC CL11 DIMM 1,5V;Kingston 4GB 1333MHz DDR3 Non-ECC CL9 DIMM;Kingston 8GB 1333MHz DDR3 ECC REG CL9 DIMM 2Rx8;Kingston Hynix B 8GB 1600MHz DRR3L CL11 ECC SODIMM 1,35V;C;;;inf_02
;448;448. Program tar umożliwia;zarządzanie pakietami;archiwizowanie plików;konfigurowanie karty sieciowej;wyświetlanie listy aktywnych procesów;B;;;inf_02
;449;449. Przedstawiony na ilustracji wtyk 8P8C (złącze męskie modularne) jest stosowany jako zakończenia kabla;koncetrycznego;światłowodowego;YTDY;F/UTP;D;images/449.jpg;https://www.praktycznyegzamin.pl/ee08/teoria/wszystko/ee08/449.jpg;inf_02
;450;450. IMAP jest protokołem obsługującym;wysyłanie poczty elektronicznej;odbiór poczty elektronicznej;monitorowanie urządzeń sieciowych;synchronizację czasu z serwerami;B;;;inf_02
;451;451. Która technologia umożliwia dostęp do Internetu?;CLIP;xDSL;OCR;SLI;B;;;inf_02
;452;452. Który styl zarządzania grupą, odbywający się w trybie rozkazów, jest skierowany na wykonywanie zadania bez względu na interesy pracowników?;wspierający;dyrektywny;delegujący;trenerski;B;;;inf_02
;453;453. Który mechanizm musi być uruchomiony na ruterze, aby ruter mógł zmieniać źródłowe i docelowe adresy IP przy przekazywaniu pakietów pomiędzy sieciami?;UDP;FTP;TCP;NAT;D;;;inf_02
;454;454. W systemie Windows, aby ustawić routing statyczny do sieci 192.168.10.0, należy wydać polecenie;static route 92.168.10.1 MASK 255.255.255.0 192.168.10.0 5;route ADD 192.168.10.0 MASK 255.255.255.0 192.168.10.15;static 192.168.10.0 MASK 255.255.255.0 192.168.10.1 5 route;route 192.168.10.1 MASK 255.255.255.0 192.168.10.0 5 ADD;B;;;inf_02
;455;455. Menedżer usług IIS (Internet Information Services) systemu Windows służy do konfiguracji serwera;terminali;WWW;DNS;wydruku;B;;;inf_02
;456;456. Użytkownikom pracującym poza biurem uzyskanie zdalnego dostępu do serwera w sieci prywatnej przy wykorzystywaniu infrastruktury sieci publicznej, takiej jak Internet, umożliwia połączenie;IMAP;VPN;SMTP;FTP;B;;;inf_02
;457;457. Które urządzenie należy zainstalować w serwerze, by można było automatycznie archiwizować dane na taśmach magnetycznych?;dysk SSD;streamer;Blu-Ray;napęd DVD;B;;;inf_02
;458;458. Program df działający w systemach rodziny Linux umożliwia wyświetlenie;nazwy bieżącego katalogu;tekstu pasującego do wzorca;zawartości ukrytego katalogu;informacji o wolnej przestrzeni dyskowej;D;;;inf_02
